Country,Total_Plastic_Waste_MT,Main_Sources,Recycling_Rate,Per_Capita_Waste_KG,Plastic_Waste_Level,Population_Millions,GDP_Billion_USD,Urbanization_Rate,Plastic_Export_MT,Plastic_Import_MT,Government_Policy_Score,Awareness_Index,Industrialization_Level,Waste_to_Recycle_Ratio,High_Risk_Flag,Developed_Country_Flag
Indonesia,5.12,Industrial_Packaging,53.51,41.65,Low,1074.4,19800.14,98.78,14.74,3.81,2,0.36,0.26,0.39,0,0
India,56.56,Packaging_Consumer,9.7,63.57,Low,652.84,3933.21,60.93,5.92,16.32,3,0.12,0.36,4.51,0,0
Russia,24.72,Industrial_Packaging,61.4,131.5,High,610.25,18661.92,76.03,5.55,7.76,6,0.41,0.9,7.6,1,0
Russia,56.27,Industrial_Packaging,51.57,60.44,Low,303.23,12889.71,81.73,4.53,15.62,9,0.55,0.06,14.56,0,0
South Africa,25.49,Automotive_Packaging,65.25,10.0,Medium,654.79,2735.05,23.32,9.48,8.37,5,0.15,0.29,9.73,0,0
Australia,61.08,Industrial_Packaging,33.32,117.44,High,969.49,3238.48,29.88,1.52,6.71,3,0.24,0.27,13.47,1,1
Italy,3.76,Packaging_Consumer,46.53,149.54,Low,343.0,19146.17,53.97,13.89,10.03,4,0.66,0.98,8.03,0,1
Germany,59.18,Consumer_Goods,78.5,83.65,Medium,538.18,7738.18,30.72,8.74,9.27,9,0.59,0.06,10.78,0,1
South Africa,7.14,Industrial_Packaging,37.18,24.15,High,407.89,2393.98,63.51,11.49,9.61,5,0.93,0.96,12.57,1,0
China,13.53,Packaging_Consumer,19.96,142.85,High,1378.19,8310.48,28.57,1.0,19.36,5,0.69,1.0,6.86,1,0
Mexico,56.54,Packaging_Consumer,50.91,90.12,Low,38.53,13169.47,37.82,13.75,9.73,6,0.98,0.08,11.03,0,0
Turkey,48.25,Consumer_Goods,12.68,104.23,High,734.31,582.02,42.33,3.73,14.03,6,0.13,0.75,4.14,1,0
South Africa,63.34,Consumer_Goods,16.16,143.79,High,1366.31,16145.91,68.8,3.07,5.11,9,0.76,0.74,1.78,1,0
United States,63.04,Packaging_Consumer,7.54,74.78,Low,1320.44,11526.67,56.64,5.26,9.37,2,0.86,0.94,10.16,0,1
India,2.28,Packaging_Consumer,72.44,52.58,Low,659.38,2429.21,60.03,12.23,18.52,4,0.53,0.78,14.1,0,0
South Africa,63.34,Consumer_Goods,16.16,143.79,High,1366.31,16145.91,68.8,3.07,5.11,9,0.76,0.74,1.78,1,0
Canada,29.98,Packaging_Electronics,10.44,93.67,High,1396.33,9255.59,48.83,2.95,3.64,6,0.93,0.47,14.99,1,1
Indonesia,34.07,Automotive_Packaging,46.01,126.85,Low,345.01,206.86,60.79,3.81,19.32,3,0.48,0.02,1.05,0,0
Australia,61.43,Packaging_Consumer,41.01,103.34,High,936.73,20478.22,40.41,4.77,4.33,7,0.21,0.18,0.27,1,1
Germany,25.83,Automotive_Packaging,87.77,104.51,Medium,1114.78,8221.43,82.56,0.29,15.71,6,1.0,0.53,14.54,0,1
Egypt,51.52,Consumer_Goods,65.05,128.66,High,837.57,10040.83,43.22,8.53,4.54,1,0.61,0.77,1.97,1,0
Brazil,13.99,Packaging_Consumer,50.28,11.97,High,655.95,7179.97,53.63,1.56,2.78,1,0.17,0.78,3.18,1,0
Canada,26.6,Industrial_Packaging,56.09,14.31,Low,1380.6,3252.48,71.68,14.85,1.95,6,0.35,0.92,14.58,0,1
Canada,60.03,Automotive_Packaging,10.01,49.1,High,786.46,4867.04,73.7,12.38,15.17,7,0.29,0.61,11.6,1,1
Italy,45.83,Industrial_Packaging,56.49,38.81,High,1320.89,13008.16,42.75,12.75,12.32,7,0.26,0.44,4.5,1,1
Spain,14.27,Packaging_Consumer,46.72,75.43,Medium,1237.16,2951.06,65.91,12.74,1.99,5,0.11,0.12,11.2,0,1
Brazil,25.68,Packaging_Electronics,77.9,143.29,High,689.52,19116.02,92.75,10.61,16.58,7,0.03,0.17,8.86,1,0
Australia,61.43,Packaging_Consumer,41.01,103.34,High,936.73,20478.22,40.41,4.77,4.33,7,0.21,0.18,0.27,1,1
Australia,24.31,Automotive_Packaging,52.14,106.08,Medium,632.17,9986.31,64.64,13.48,15.88,5,0.81,0.95,8.2,0,1
UK,32.32,Packaging_Consumer,57.13,94.31,High,945.36,14996.92,23.21,9.5,12.4,4,0.4,0.85,6.46,1,1
Italy,27.76,Packaging_Electronics,5.41,103.92,Medium,243.52,17512.6,69.72,10.48,8.6,9,0.35,0.17,3.86,0,1
UK,55.14,Automotive_Packaging,23.12,27.38,Low,744.03,7522.24,22.12,14.58,10.63,6,0.4,0.91,9.52,0,1
Australia,31.42,Industrial_Packaging,14.9,55.77,High,609.2,17648.89,67.6,1.76,18.43,1,0.02,0.18,14.36,1,1
Indonesia,3.45,Consumer_Goods,8.39,76.0,Medium,1258.73,13087.34,68.42,5.0,15.93,7,0.58,0.11,6.32,0,0
Russia,30.9,Packaging_Electronics,75.99,20.62,Low,1127.91,20240.03,69.61,1.93,0.18,2,0.39,0.88,9.81,0,0
Italy,49.98,Consumer_Goods,35.54,86.28,Low,924.71,2456.96,63.24,14.57,19.68,5,0.87,0.66,10.66,0,1
Italy,58.13,Packaging_Electronics,37.9,42.95,High,427.26,8331.7,63.0,2.35,4.43,8,0.53,0.13,12.35,1,1
UK,15.6,Packaging_Consumer,60.48,47.19,High,583.97,6589.2,62.82,3.27,16.19,4,0.56,0.52,6.2,1,1
Russia,28.51,Automotive_Packaging,77.85,63.5,Low,499.65,17716.16,62.38,5.44,6.84,6,0.45,0.57,3.5,0,0
Australia,43.4,Consumer_Goods,65.04,136.55,Low,23.12,7771.37,22.38,0.58,7.26,4,0.1,0.1,10.09,0,1
France,66.68,Packaging_Consumer,69.46,131.47,Low,1087.9,21435.47,74.39,7.83,13.6,2,0.91,0.98,3.73,0,1
France,13.61,Automotive_Packaging,9.43,12.84,High,1293.6,8662.27,67.65,5.48,19.23,1,0.65,0.91,14.36,1,1
Mexico,49.16,Packaging_Consumer,10.38,80.51,High,150.03,1568.31,34.73,13.51,8.44,1,0.84,0.71,8.63,1,0
Canada,53.98,Automotive_Packaging,88.07,60.46,Medium,924.44,19202.71,56.05,9.9,9.85,9,0.21,0.11,10.63,0,1
United States,53.44,Packaging_Electronics,55.25,58.61,Low,812.21,9776.22,82.06,10.24,7.59,1,0.3,0.24,2.21,0,1
Turkey,3.45,Packaging_Consumer,29.38,103.07,Low,711.6,15011.79,91.11,10.76,8.66,8,0.02,0.12,2.12,0,0
Italy,47.05,Automotive_Packaging,39.11,93.26,High,555.76,4736.66,89.56,12.89,6.58,7,0.27,0.4,6.82,1,1
Japan,69.1,Industrial_Packaging,34.43,26.69,High,44.22,13612.0,88.88,1.24,8.79,8,0.77,0.8,3.06,1,1
South Africa,39.53,Industrial_Packaging,15.69,35.32,Low,672.94,9075.62,91.78,1.69,15.27,9,0.37,0.73,9.2,0,0
Saudi Arabia,32.16,Industrial_Packaging,40.33,127.21,Low,867.85,10972.68,23.02,4.84,2.71,5,0.09,0.22,11.98,0,0
Brazil,28.67,Consumer_Goods,32.32,114.61,High,101.61,9493.05,88.01,3.78,15.08,9,0.41,0.57,0.82,1,0
South Africa,36.72,Automotive_Packaging,58.42,27.74,Medium,984.97,7446.18,20.7,2.18,6.86,4,0.31,0.41,4.65,0,0
UK,54.91,Packaging_Consumer,57.68,10.52,Low,1210.29,2870.26,72.14,6.83,16.2,6,0.31,0.32,11.45,0,1
Indonesia,9.71,Automotive_Packaging,78.78,105.61,Medium,652.3,18291.34,82.28,7.11,1.86,9,0.47,0.57,8.5,0,0
UK,68.81,Packaging_Electronics,60.91,15.28,Low,1172.99,19964.91,91.12,11.41,15.07,8,0.83,0.04,12.09,0,1
Mexico,26.05,Packaging_Consumer,16.83,88.29,High,892.22,150.38,97.91,13.48,4.56,7,0.4,0.42,9.88,1,0
China,30.02,Consumer_Goods,66.33,85.87,Low,1290.49,3579.4,53.97,14.47,1.46,1,0.83,0.61,6.99,0,0
Italy,30.45,Automotive_Packaging,19.53,95.72,Medium,1275.71,6991.44,56.98,8.97,15.04,3,0.47,0.24,10.58,0,1
India,26.63,Packaging_Electronics,50.91,143.04,Low,76.56,10302.83,38.17,4.98,19.14,7,0.22,0.92,10.83,0,0
Japan,69.1,Industrial_Packaging,34.43,26.69,High,44.22,13612.0,88.88,1.24,8.79,8,0.77,0.8,3.06,1,1
Turkey,34.14,Automotive_Packaging,53.33,26.16,Low,1017.31,1870.11,21.72,4.8,5.3,1,0.92,0.24,12.21,0,0
United States,29.61,Packaging_Consumer,69.07,136.01,High,921.88,16517.73,20.19,8.3,15.28,4,0.06,0.1,14.81,1,1
Brazil,17.33,Automotive_Packaging,19.65,128.7,Medium,777.56,15149.78,51.12,8.74,2.27,6,0.4,0.75,3.57,0,0
Australia,6.09,Industrial_Packaging,61.5,120.13,Low,1228.9,16847.6,33.98,10.11,6.42,5,0.3,0.66,11.15,0,1
UK,38.15,Automotive_Packaging,61.15,37.5,Medium,705.21,6844.2,30.8,11.12,2.82,5,0.61,0.42,6.93,0,1
Saudi Arabia,41.98,Industrial_Packaging,6.11,71.62,Low,614.01,17091.83,82.1,0.87,11.09,6,0.89,0.4,11.31,0,0
Turkey,14.45,Industrial_Packaging,37.37,112.67,Low,214.88,4101.9,34.2,8.9,1.58,9,0.81,0.95,2.37,0,0
Italy,47.05,Automotive_Packaging,39.11,93.26,High,555.76,4736.66,89.56,12.89,6.58,7,0.27,0.4,6.82,1,1
Germany,3.63,Packaging_Electronics,76.24,39.33,Medium,1255.66,12553.97,65.54,11.01,8.64,5,0.83,0.94,0.24,0,1
Mexico,21.72,Automotive_Packaging,27.03,125.64,Medium,403.66,3732.95,56.43,6.75,8.92,1,0.42,0.64,2.79,0,0
Germany,38.15,Industrial_Packaging,33.69,76.42,High,801.32,3011.05,21.67,6.25,15.87,5,0.58,0.69,13.48,1,1
South Africa,36.79,Automotive_Packaging,30.22,91.38,High,553.81,10165.66,64.68,13.98,3.67,8,0.6,0.01,11.83,1,0
Italy,11.42,Industrial_Packaging,26.33,77.9,Medium,96.9,5564.66,23.21,9.28,7.52,3,0.03,0.43,3.95,0,1
South Africa,36.72,Automotive_Packaging,58.42,27.74,Medium,984.97,7446.18,20.7,2.18,6.86,4,0.31,0.41,4.65,0,0
South Korea,68.06,Packaging_Consumer,9.22,80.07,Medium,1371.86,1257.4,67.99,10.44,18.33,1,0.84,0.25,10.79,0,1
South Korea,19.46,Industrial_Packaging,66.0,80.1,Low,880.29,11714.6,79.44,11.12,6.25,8,0.66,0.89,12.84,0,1
South Korea,36.86,Packaging_Electronics,26.09,95.15,High,697.49,13572.46,84.69,11.74,18.18,9,0.71,0.75,9.39,1,1
Japan,68.13,Industrial_Packaging,65.66,50.07,Low,1007.3,6925.16,55.13,3.95,1.96,8,0.69,0.81,2.29,0,1
Japan,39.36,Packaging_Consumer,62.59,125.48,Low,1324.77,19698.46,81.33,9.76,14.49,2,0.37,0.62,8.94,0,1
South Korea,24.4,Consumer_Goods,21.2,88.82,Low,617.94,2415.89,33.37,6.89,8.76,3,0.28,0.26,12.84,0,1
Indonesia,22.74,Packaging_Consumer,9.05,111.57,Low,155.12,4794.89,53.02,12.63,10.63,7,0.58,0.34,14.5,0,0
China,67.02,Industrial_Packaging,37.7,104.36,Medium,491.74,3696.34,95.83,14.48,2.86,7,0.64,0.5,12.62,0,0
South Korea,41.33,Consumer_Goods,46.09,147.93,Medium,1119.55,3490.69,76.92,3.86,0.31,7,0.89,0.07,8.87,0,1
Indonesia,9.71,Automotive_Packaging,78.78,105.61,Medium,652.3,18291.34,82.28,7.11,1.86,9,0.47,0.57,8.5,0,0
Spain,2.45,Packaging_Consumer,36.81,28.5,Low,482.73,15114.78,95.65,8.54,18.55,9,0.82,0.95,6.44,0,1
South Africa,13.11,Packaging_Electronics,18.61,21.36,High,533.45,8838.48,84.25,8.47,16.72,8,0.16,0.24,4.66,1,0
Russia,67.2,Consumer_Goods,37.77,71.37,High,833.02,18265.15,88.18,0.37,16.42,9,0.9,0.8,3.04,1,0
Russia,61.24,Automotive_Packaging,9.3,128.35,Medium,79.82,15359.07,96.01,2.88,14.62,9,0.09,0.99,7.83,0,0
Germany,26.52,Consumer_Goods,80.53,51.86,Low,170.53,9026.75,69.87,6.84,9.47,9,0.43,0.12,3.98,0,1
Indonesia,62.11,Packaging_Consumer,73.34,145.91,Medium,1175.97,9698.99,26.48,10.45,12.09,3,0.87,0.45,13.28,0,0
Mexico,26.05,Packaging_Consumer,16.83,88.29,High,892.22,150.38,97.91,13.48,4.56,7,0.4,0.42,9.88,1,0
Egypt,29.06,Automotive_Packaging,9.23,38.61,Low,1005.24,926.42,49.92,8.19,10.19,9,0.14,0.54,2.08,0,0
Germany,36.32,Packaging_Electronics,12.13,111.18,High,261.1,9081.71,38.6,9.62,9.42,7,0.02,0.31,6.13,1,1
South Korea,60.13,Packaging_Consumer,51.74,30.86,Medium,302.49,6025.47,62.32,3.79,11.31,2,0.13,0.44,13.52,0,1
Australia,66.54,Industrial_Packaging,46.49,89.77,High,645.14,7300.22,39.96,2.41,14.72,9,0.94,0.5,9.73,1,1
Japan,42.35,Industrial_Packaging,44.5,132.38,High,850.43,8611.81,32.35,8.98,17.94,1,0.75,0.13,9.61,1,1
Turkey,37.2,Packaging_Consumer,46.51,100.23,Medium,118.65,5458.72,61.24,10.82,4.82,6,0.09,0.29,11.95,0,0
Spain,67.99,Packaging_Consumer,23.41,70.89,Medium,474.66,1291.57,75.69,2.15,14.54,7,0.72,0.44,0.61,0,1
Turkey,4.32,Industrial_Packaging,69.56,116.95,High,1379.05,8558.58,31.68,6.51,13.58,1,0.27,0.98,13.78,1,0
Mexico,60.1,Industrial_Packaging,53.92,112.29,High,768.56,8093.22,83.54,2.78,19.75,8,0.93,0.98,5.26,1,0
Germany,58.1,Automotive_Packaging,85.56,20.31,Medium,1041.84,6797.86,22.73,12.94,10.19,3,0.91,0.48,7.78,0,1
South Africa,13.11,Packaging_Electronics,18.61,21.36,High,533.45,8838.48,84.25,8.47,16.72,8,0.16,0.24,4.66,1,0
Indonesia,22.74,Packaging_Consumer,9.05,111.57,Low,155.12,4794.89,53.02,12.63,10.63,7,0.58,0.34,14.5,0,0
UK,16.61,Packaging_Electronics,68.02,113.26,Low,349.87,15209.61,77.65,1.06,4.08,9,0.19,0.05,11.36,0,1
Australia,68.13,Packaging_Electronics,76.82,95.06,Medium,721.64,14242.5,38.08,13.46,16.41,4,0.35,0.23,13.22,0,1
Brazil,11.78,Industrial_Packaging,64.47,105.16,Medium,288.06,262.33,42.96,13.97,12.35,5,0.57,0.78,14.89,0,0
South Korea,57.61,Automotive_Packaging,35.0,124.88,Medium,1368.69,8070.58,28.12,8.56,16.2,8,0.32,0.75,12.86,0,1
China,60.38,Industrial_Packaging,13.22,111.37,High,195.91,9274.96,22.95,10.26,15.2,4,0.81,0.31,2.68,1,0
Italy,26.91,Consumer_Goods,78.38,38.35,Low,887.39,17401.44,45.08,6.76,3.58,5,0.7,0.54,8.1,0,1
China,13.53,Packaging_Consumer,19.96,142.85,High,1378.19,8310.48,28.57,1.0,19.36,5,0.69,1.0,6.86,1,0
Brazil,23.19,Packaging_Consumer,88.15,10.25,High,1267.25,21603.18,25.5,1.79,10.4,4,0.12,0.02,14.33,1,0
Indonesia,40.82,Packaging_Consumer,20.25,47.05,High,323.82,7320.91,87.12,10.11,4.44,6,0.65,0.05,10.44,1,0
Russia,4.35,Packaging_Electronics,5.3,119.25,Low,793.95,8690.51,87.05,5.61,3.8,6,0.56,0.01,10.76,0,0
Germany,37.2,Automotive_Packaging,68.54,44.47,Medium,193.04,14558.42,87.9,11.13,17.68,5,0.37,0.87,2.17,0,1
Mexico,2.75,Packaging_Consumer,45.39,114.34,Medium,294.81,20109.07,71.25,5.95,17.02,9,0.31,0.93,3.49,0,0
Japan,11.28,Packaging_Consumer,35.82,129.66,Low,294.69,11294.18,77.71,13.41,3.15,6,0.73,0.47,1.16,0,1
Turkey,63.0,Automotive_Packaging,18.04,86.07,Medium,167.19,10356.04,95.05,7.42,12.55,3,0.3,0.1,0.6,0,0
Italy,55.52,Industrial_Packaging,64.89,121.29,High,47.74,11663.93,20.07,13.76,12.84,4,0.67,0.75,8.26,1,1
France,60.18,Packaging_Consumer,67.88,52.83,High,1193.82,2290.38,64.02,3.26,4.05,6,0.98,0.31,2.22,1,1
Turkey,26.39,Industrial_Packaging,33.8,137.55,Low,1293.53,15004.98,82.65,10.04,19.11,6,0.87,0.27,13.11,0,0
China,31.97,Packaging_Consumer,53.86,41.43,Low,743.14,17917.07,47.24,8.5,5.2,5,0.81,0.55,9.57,0,0
Russia,49.34,Packaging_Consumer,47.08,68.41,Low,770.85,20779.72,84.82,0.33,19.31,6,0.99,1.0,13.33,0,0
China,8.22,Packaging_Consumer,36.79,73.23,Low,349.4,20101.83,93.05,9.04,1.45,3,0.34,0.66,0.66,0,0
South Africa,36.66,Industrial_Packaging,17.97,110.32,Low,881.58,12362.89,69.11,0.83,7.68,7,0.63,0.5,3.41,0,0
South Korea,67.39,Automotive_Packaging,46.72,51.22,Medium,566.96,17061.42,95.11,6.26,3.48,6,0.14,0.82,2.85,0,1
Australia,34.45,Consumer_Goods,64.68,144.32,Medium,465.32,21784.44,74.19,9.88,8.26,8,0.61,0.66,11.86,0,1
Turkey,63.3,Industrial_Packaging,23.87,121.11,Low,1370.6,18559.63,66.06,2.86,7.39,8,0.87,0.74,12.51,0,0
Egypt,26.84,Automotive_Packaging,46.63,114.61,Medium,160.95,17141.33,54.37,4.0,3.1,8,0.97,0.48,14.43,0,0
Egypt,39.51,Packaging_Consumer,43.87,99.92,Low,166.55,77.08,97.67,9.6,6.1,1,0.99,0.16,2.77,0,0
Canada,24.41,Automotive_Packaging,62.42,112.64,Medium,752.0,14121.85,76.5,12.42,5.48,3,0.3,0.78,2.78,0,1
Russia,27.14,Packaging_Consumer,11.16,121.96,Low,868.37,13944.23,52.6,3.2,1.64,3,0.92,0.51,10.69,0,0
China,8.02,Industrial_Packaging,84.03,113.47,Low,501.77,17089.06,25.35,1.58,12.86,8,0.91,0.44,4.18,0,0
Italy,5.14,Packaging_Consumer,9.4,103.85,High,223.49,20217.73,51.23,7.68,16.08,6,0.51,0.66,6.3,1,1
South Africa,52.05,Consumer_Goods,76.86,57.08,Medium,1194.21,17322.11,31.89,0.89,2.43,4,0.13,0.43,3.56,0,0
China,18.93,Consumer_Goods,10.56,35.33,Medium,1063.93,17312.29,44.3,1.96,19.03,9,0.03,0.25,0.53,0,0
Brazil,11.64,Industrial_Packaging,30.61,115.25,High,732.7,7535.94,38.44,8.78,16.13,3,0.78,0.59,6.94,1,0
South Africa,32.98,Packaging_Electronics,51.72,118.23,Low,1144.28,742.75,30.04,11.39,7.71,1,0.08,0.61,1.11,0,0
China,50.08,Industrial_Packaging,44.65,42.02,Medium,857.0,6914.64,87.85,6.96,15.23,5,0.39,0.58,11.12,0,0
Mexico,23.97,Consumer_Goods,85.17,108.12,High,402.16,20493.29,25.19,12.05,7.14,2,0.86,0.03,4.52,1,0
Australia,67.15,Consumer_Goods,84.64,88.04,High,1203.07,9809.06,61.67,11.22,2.2,1,0.09,0.99,8.74,1,1
Saudi Arabia,63.0,Consumer_Goods,32.68,141.07,Medium,1306.31,1765.0,81.43,9.88,17.02,2,0.88,0.82,1.47,0,0
Saudi Arabia,11.92,Automotive_Packaging,39.31,26.66,Medium,652.3,21301.5,36.75,9.01,4.69,8,0.94,0.94,5.49,0,0
Brazil,58.19,Packaging_Consumer,82.25,23.2,Medium,212.47,11898.04,48.21,1.09,14.74,5,0.7,0.92,13.31,0,0
UK,60.21,Packaging_Electronics,39.99,125.2,High,898.96,8422.51,77.02,13.66,16.29,5,0.28,0.61,4.53,1,1
Russia,30.12,Packaging_Consumer,21.59,10.44,High,834.88,15014.26,63.52,11.87,1.66,9,0.71,0.22,1.91,1,0
United States,56.81,Automotive_Packaging,34.74,122.57,Medium,1036.95,9437.59,70.33,9.67,11.07,9,0.02,0.84,0.97,0,1
France,56.41,Packaging_Electronics,24.55,30.45,Medium,1313.13,16833.31,37.13,7.61,4.88,1,0.91,0.45,1.84,0,1
South Africa,42.43,Consumer_Goods,55.2,114.1,High,153.39,4611.68,76.09,5.67,4.21,6,0.06,0.48,9.62,1,0
Japan,31.18,Industrial_Packaging,82.49,86.26,High,187.66,6340.28,88.47,4.42,11.46,7,0.3,0.65,2.39,1,1
China,8.89,Industrial_Packaging,73.91,135.29,Low,1273.19,15781.62,61.85,10.45,3.17,5,0.69,0.4,11.79,0,0
Japan,30.07,Industrial_Packaging,68.31,124.1,Medium,657.67,8935.84,27.99,0.8,0.69,4,0.28,0.84,7.53,0,1
India,50.38,Packaging_Consumer,51.77,39.24,High,477.47,18821.49,99.44,5.96,1.02,9,0.97,0.24,13.57,1,0
China,62.74,Industrial_Packaging,24.05,135.56,Medium,516.72,9120.58,57.35,0.42,11.77,7,0.46,0.98,14.87,0,0
Mexico,37.45,Consumer_Goods,16.46,74.61,High,599.13,12865.55,30.44,4.06,1.57,8,0.17,0.71,0.8,1,0
Canada,65.31,Automotive_Packaging,45.89,144.36,High,1141.73,8161.84,62.59,14.86,6.17,2,0.08,0.59,11.81,1,1
Canada,32.85,Industrial_Packaging,38.81,90.41,Medium,344.5,20912.37,22.98,4.68,14.2,4,0.63,0.87,14.23,0,1
France,50.31,Consumer_Goods,86.12,89.03,Medium,875.99,10308.81,76.38,4.31,9.87,6,0.16,0.76,3.94,0,1
South Korea,61.92,Packaging_Electronics,88.23,24.64,High,896.83,4063.31,39.79,11.15,2.96,2,0.39,0.67,0.91,1,1
South Africa,30.8,Industrial_Packaging,48.12,51.41,High,919.67,8208.06,20.85,12.24,15.03,9,0.79,0.93,0.4,1,0
South Korea,43.09,Industrial_Packaging,75.43,34.88,Low,103.64,13520.68,65.39,0.31,8.01,7,0.5,0.57,8.78,0,1
Mexico,43.45,Industrial_Packaging,56.49,85.91,High,31.39,21359.15,54.02,13.21,13.76,5,0.25,0.39,14.83,1,0
Canada,63.81,Industrial_Packaging,70.23,25.7,Low,874.86,12959.64,70.23,11.37,12.54,8,0.41,0.09,5.12,0,1
Indonesia,10.49,Consumer_Goods,80.81,149.46,Low,1352.1,19817.82,28.33,0.71,13.28,9,0.29,0.41,14.19,0,0
South Korea,49.69,Automotive_Packaging,34.98,16.05,Low,305.31,3452.14,43.05,7.17,9.65,7,0.63,1.0,4.49,0,1
Spain,68.09,Consumer_Goods,49.14,30.23,High,571.92,12627.84,70.13,3.01,1.85,4,0.4,0.07,3.82,1,1
France,1.69,Consumer_Goods,5.53,58.98,High,409.29,13032.5,48.82,7.14,16.7,5,0.27,0.33,10.74,1,1
France,47.79,Packaging_Electronics,86.04,142.09,High,390.29,1106.36,63.52,0.72,1.53,5,0.21,0.32,12.3,1,1
Turkey,24.43,Automotive_Packaging,9.08,36.8,Low,686.16,14508.75,65.08,0.49,0.64,3,0.04,0.76,2.09,0,0
South Africa,23.0,Automotive_Packaging,8.22,39.14,High,658.58,9501.96,68.45,7.86,0.37,1,0.91,0.4,12.6,1,0
Germany,14.82,Consumer_Goods,25.95,68.91,High,814.96,19862.32,59.64,12.55,2.36,2,0.09,0.84,3.85,1,1
United States,41.12,Automotive_Packaging,54.29,59.98,Medium,446.36,4322.92,20.26,10.75,9.52,1,0.86,0.69,14.79,0,1
Turkey,46.97,Packaging_Consumer,85.25,78.28,Medium,174.12,813.12,78.35,13.06,13.95,8,0.69,0.54,10.57,0,0
United States,24.46,Packaging_Electronics,39.58,107.62,Low,897.6,18174.76,40.72,9.07,17.41,2,0.32,0.16,4.75,0,1
Indonesia,51.19,Industrial_Packaging,52.31,130.92,High,1142.78,9968.26,85.77,9.83,6.69,2,0.34,0.81,11.3,1,0
India,23.49,Consumer_Goods,31.46,93.85,Medium,1141.04,15933.88,38.92,2.05,16.8,9,0.61,0.45,9.86,0,0
Japan,31.88,Industrial_Packaging,20.19,26.18,High,1145.89,17468.51,51.84,3.61,19.27,4,0.45,0.91,9.35,1,1
India,11.1,Automotive_Packaging,68.89,55.01,Medium,594.77,16312.38,63.19,1.14,3.66,6,0.45,0.4,12.59,0,0
South Africa,45.91,Industrial_Packaging,12.87,81.56,Low,733.8,16133.86,46.5,3.25,5.99,8,0.05,0.88,9.41,0,0
France,30.22,Packaging_Consumer,12.39,18.44,High,365.04,16474.36,54.29,12.94,3.16,3,0.68,0.43,0.9,1,1
Mexico,6.02,Packaging_Electronics,10.5,124.8,Medium,375.51,20638.59,44.69,9.86,1.7,9,0.28,0.41,8.53,0,0
Russia,7.41,Consumer_Goods,9.54,118.3,Low,713.09,9687.25,53.2,14.64,1.17,6,0.35,0.29,4.13,0,0
Indonesia,24.81,Consumer_Goods,45.48,40.07,Medium,396.78,18078.73,47.38,10.2,15.38,9,0.59,0.2,4.89,0,0
India,63.13,Consumer_Goods,34.17,18.4,Low,1143.99,929.39,77.99,7.9,7.39,4,0.41,0.64,3.18,0,0
United States,25.59,Industrial_Packaging,30.97,16.8,Low,882.45,14743.66,78.67,4.1,10.84,3,0.67,0.49,12.2,0,1
Brazil,23.19,Packaging_Consumer,88.15,10.25,High,1267.25,21603.18,25.5,1.79,10.4,4,0.12,0.02,14.33,1,0
Germany,50.48,Packaging_Consumer,9.22,88.69,Low,1109.57,3539.42,43.5,13.1,11.93,2,0.48,0.92,3.68,0,1
South Africa,10.53,Packaging_Electronics,78.11,141.08,Low,596.98,19357.85,72.17,7.55,5.51,7,0.93,0.47,10.95,0,0
Russia,55.7,Industrial_Packaging,10.47,13.82,Low,287.96,15837.55,68.69,8.72,3.96,4,0.85,0.89,7.7,0,0
China,23.2,Packaging_Consumer,67.13,30.62,High,605.91,14604.51,22.07,2.54,7.44,6,0.53,0.33,6.71,1,0
Russia,66.3,Packaging_Electronics,41.61,132.92,Low,1095.52,13005.67,84.33,1.56,6.52,4,0.23,0.59,11.02,0,0
France,3.05,Consumer_Goods,18.77,93.76,High,1243.99,15824.37,53.4,5.62,15.72,2,0.84,0.6,11.28,1,1
Brazil,26.01,Automotive_Packaging,72.67,68.58,Low,695.49,10670.76,46.67,1.89,11.59,5,0.01,0.52,12.44,0,0
China,22.34,Packaging_Consumer,65.32,44.77,Medium,175.33,17861.44,35.78,12.84,1.74,3,0.42,0.57,13.03,0,0
UK,1.08,Packaging_Electronics,85.22,67.99,Medium,428.12,1100.07,59.6,5.1,9.78,6,0.11,0.53,14.39,0,1
Australia,45.63,Industrial_Packaging,48.05,69.06,Low,526.52,8002.54,43.61,11.97,9.55,4,0.85,0.6,1.04,0,1
South Korea,29.81,Industrial_Packaging,31.16,146.97,High,309.49,4103.43,64.7,5.38,18.79,8,0.1,0.04,5.28,1,1
Saudi Arabia,28.86,Consumer_Goods,39.7,48.5,Medium,312.37,19626.01,95.24,13.07,8.25,1,0.55,0.67,13.6,0,0
Indonesia,33.21,Packaging_Electronics,37.6,12.64,High,354.46,17631.75,62.75,9.86,2.56,5,0.53,0.85,5.2,1,0
Mexico,37.45,Consumer_Goods,16.46,74.61,High,599.13,12865.55,30.44,4.06,1.57,8,0.17,0.71,0.8,1,0
Russia,4.63,Automotive_Packaging,33.07,42.15,Low,392.27,18204.68,97.08,14.38,15.79,6,0.62,0.39,7.54,0,0
India,41.6,Packaging_Electronics,70.38,20.71,Medium,1101.7,2916.59,68.05,2.93,18.48,9,0.33,0.26,10.58,0,0
South Korea,50.82,Industrial_Packaging,24.37,113.21,Medium,1134.78,21210.74,69.17,2.87,3.44,7,0.11,0.78,0.58,0,1
